movieId,title,genres,title_lower,combined_text
38097,Dumplings (Gaau ji) (2004),Drama Horror Thriller,dumplings (gaau ji) (2004),Dumplings (Gaau ji) (2004) Drama Horror Thriller
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama Romance,"short film about love, a (krótki film o milosci) (1988)","Short Film About Love, A (Krótki film o milosci) (1988) Drama Romance"
38164,"All This, and Heaven Too (1940)",Drama Romance,"all this, and heaven too (1940)","All This, and Heaven Too (1940) Drama Romance"
38188,Bubble (2006),Crime Drama Mystery,bubble (2006),Bubble (2006) Crime Drama Mystery
38198,Darwin's Nightmare (2004),Documentary,darwin's nightmare (2004),Darwin's Nightmare (2004) Documentary
38294,Beowulf & Grendel (2005),Action Adventure Drama Fantasy,beowulf & grendel (2005),Beowulf & Grendel (2005) Action Adventure Drama Fantasy
38304,No Direction Home: Bob Dylan (2005),Documentary,no direction home: bob dylan (2005),No Direction Home: Bob Dylan (2005) Documentary
38320,Valerie and Her Week of Wonders (Valerie a týden divu) (1970),Adventure Drama Fantasy,valerie and her week of wonders (valerie a týden divu) (1970),Valerie and Her Week of Wonders (Valerie a týden divu) (1970) Adventure Drama Fantasy
38376,Everybody's Fine (Stanno tutti bene) (1990),Comedy Drama,everybody's fine (stanno tutti bene) (1990),Everybody's Fine (Stanno tutti bene) (1990) Comedy Drama
38384,Hail the Conquering Hero (1944),Comedy,hail the conquering hero (1944),Hail the Conquering Hero (1944) Comedy
38388,Goal! The Dream Begins (Goal!) (2005),Drama,goal! the dream begins (goal!) (2005),Goal! The Dream Begins (Goal!) (2005) Drama
38435,Forty Shades of Blue (2005),Drama,forty shades of blue (2005),Forty Shades of Blue (2005) Drama
38473,Touch the Sound: A Sound Journey with Evelyn Glennie (2004),Documentary,touch the sound: a sound journey with evelyn glennie (2004),Touch the Sound: A Sound Journey with Evelyn Glennie (2004) Documentary
38499,Angels in America (2003),Drama Fantasy,angels in america (2003),Angels in America (2003) Drama Fantasy
38538,Speak (2004),Drama,speak (2004),Speak (2004) Drama
38583,"Wraith, The (1986)",Action Horror Sci-Fi Thriller,"wraith, the (1986)","Wraith, The (1986) Action Horror Sci-Fi Thriller"
38600,Factotum (2005),Drama,factotum (2005),Factotum (2005) Drama
38656,Sweet Movie (1974),Comedy Drama,sweet movie (1974),Sweet Movie (1974) Comedy Drama
38688,By Dawn's Early Light (1990),Action Drama Thriller,by dawn's early light (1990),By Dawn's Early Light (1990) Action Drama Thriller
38701,Don't Come Knocking (2005),Drama Western,don't come knocking (2005),Don't Come Knocking (2005) Drama Western
38713,Bullets or Ballots (1936),Crime Drama Thriller,bullets or ballots (1936),Bullets or Ballots (1936) Crime Drama Thriller
38798,In Her Shoes (2005),Comedy Drama,in her shoes (2005),In Her Shoes (2005) Comedy Drama
38824,Mother of Mine (Äideistä parhain) (2005),Drama,mother of mine (äideistä parhain) (2005),Mother of Mine (Äideistä parhain) (2005) Drama
38839,"Ketchup Effect, The (Hip Hip Hora!) (2004)",Drama,"ketchup effect, the (hip hip hora!) (2004)","Ketchup Effect, The (Hip Hip Hora!) (2004) Drama"
38843,55 Days at Peking (1963),Drama War,55 days at peking (1963),55 Days at Peking (1963) Drama War
38849,Dead & Breakfast (2004),Comedy Horror Musical,dead & breakfast (2004),Dead & Breakfast (2004) Comedy Horror Musical
38867,Freeze Frame (2004),Crime Drama Thriller,freeze frame (2004),Freeze Frame (2004) Crime Drama Thriller
38881,Punishment Park (1971),Drama Thriller,punishment park (1971),Punishment Park (1971) Drama Thriller
38884,"Mating Game, The (1959)",Comedy Romance,"mating game, the (1959)","Mating Game, The (1959) Comedy Romance"
38886,"Squid and the Whale, The (2005)",Comedy Drama,"squid and the whale, the (2005)","Squid and the Whale, The (2005) Comedy Drama"
38992,Two for the Money (2005),Drama,two for the money (2005),Two for the Money (2005) Drama
38994,Separate Lies (2005),Drama Romance Thriller,separate lies (2005),Separate Lies (2005) Drama Romance Thriller
39048,Fjorton suger (2004),Drama Romance,fjorton suger (2004),Fjorton suger (2004) Drama Romance
39052,Star Wreck: In the Pirkinning (2005),Action Comedy Sci-Fi,star wreck: in the pirkinning (2005),Star Wreck: In the Pirkinning (2005) Action Comedy Sci-Fi
39075,Evelyn Prentice (1934),Drama Mystery Romance,evelyn prentice (1934),Evelyn Prentice (1934) Drama Mystery Romance
39183,Brokeback Mountain (2005),Drama Romance,brokeback mountain (2005),Brokeback Mountain (2005) Drama Romance
39191,Blue Vinyl (2002),Documentary,blue vinyl (2002),Blue Vinyl (2002) Documentary
39231,Elizabethtown (2005),Comedy Drama Romance,elizabethtown (2005),Elizabethtown (2005) Comedy Drama Romance
39234,North Country (2005),Drama,north country (2005),North Country (2005) Drama
39244,Leila (1996),Drama Romance,leila (1996),Leila (1996) Drama Romance
39292,"Good Night, and Good Luck. (2005)",Crime Drama,"good night, and good luck. (2005)","Good Night, and Good Luck. (2005) Crime Drama"
39305,Li'l Abner (1959),Comedy Musical,li'l abner (1959),Li'l Abner (1959) Comedy Musical
39307,Dreamer: Inspired by a True Story (2005),Children Drama,dreamer: inspired by a true story (2005),Dreamer: Inspired by a True Story (2005) Children Drama
39364,"Profession of Arms, The (Il mestiere delle armi) (2001)",Adventure Drama War,"profession of arms, the (il mestiere delle armi) (2001)","Profession of Arms, The (Il mestiere delle armi) (2001) Adventure Drama War"
39369,Detective Story (1951),Crime Drama Film-Noir,detective story (1951),Detective Story (1951) Crime Drama Film-Noir
39381,"Proposition, The (2005)",Crime Drama Western,"proposition, the (2005)","Proposition, The (2005) Crime Drama Western"
39390,"Gospel, The (2005)",Drama,"gospel, the (2005)","Gospel, The (2005) Drama"
39394,Dandelion (2004),Drama,dandelion (2004),Dandelion (2004) Drama
39398,C.S.A.: The Confederate States of America (2004),Comedy Drama,c.s.a.: the confederate states of america (2004),C.S.A.: The Confederate States of America (2004) Comedy Drama
39400,"Fog, The (2005)",Action Horror Mystery Thriller,"fog, the (2005)","Fog, The (2005) Action Horror Mystery Thriller"
39402,Loggerheads (2005),Drama,loggerheads (2005),Loggerheads (2005) Drama
39408,Left Behind: World at War (2005),Drama,left behind: world at war (2005),Left Behind: World at War (2005) Drama
39410,Protocols of Zion (2005),Documentary,protocols of zion (2005),Protocols of Zion (2005) Documentary
39412,Living 'til the End (2005),Drama,living 'til the end (2005),Living 'til the End (2005) Drama
39414,Shopgirl (2005),Comedy Drama Romance,shopgirl (2005),Shopgirl (2005) Comedy Drama Romance
39416,Kids in America (2005),Comedy Drama,kids in america (2005),Kids in America (2005) Comedy Drama
39419,Where the Truth Lies (2005),Drama Thriller,where the truth lies (2005),Where the Truth Lies (2005) Drama Thriller
39421,After School Special (a.k.a. Barely Legal) (2003),Comedy,after school special (a.k.a. barely legal) (2003),After School Special (a.k.a. Barely Legal) (2003) Comedy
39425,Emmanuel's Gift (2005),Documentary,emmanuel's gift (2005),Emmanuel's Gift (2005) Documentary
39427,Stay (2005),Thriller,stay (2005),Stay (2005) Thriller
39429,Confess (2005),Drama Thriller,confess (2005),Confess (2005) Drama Thriller
39435,"Legend of Zorro, The (2005)",Action Adventure Drama Western,"legend of zorro, the (2005)","Legend of Zorro, The (2005) Action Adventure Drama Western"
39439,God's Sandbox (Tahara) (2002),Drama,god's sandbox (tahara) (2002),God's Sandbox (Tahara) (2002) Drama
39441,New York Doll (2005),Documentary,new york doll (2005),New York Doll (2005) Documentary
39444,"Weather Man, The (2005)",Comedy Drama,"weather man, the (2005)","Weather Man, The (2005) Comedy Drama"
39446,Saw II (2005),Horror Thriller,saw ii (2005),Saw II (2005) Horror Thriller
39449,Prime (2005),Comedy Drama Romance,prime (2005),Prime (2005) Comedy Drama Romance
39474,One Wonderful Sunday (Subarashiki nichiyobi) (1947),Drama Romance,one wonderful sunday (subarashiki nichiyobi) (1947),One Wonderful Sunday (Subarashiki nichiyobi) (1947) Drama Romance
39481,Will Success Spoil Rock Hunter? (1957),Comedy Romance,will success spoil rock hunter? (1957),Will Success Spoil Rock Hunter? (1957) Comedy Romance
39516,Don't Move (Non ti muovere) (2004),Drama,don't move (non ti muovere) (2004),Don't Move (Non ti muovere) (2004) Drama
39524,"3 Rooms of Melancholia, The (Melancholian 3 huonetta) (2004)",Documentary,"3 rooms of melancholia, the (melancholian 3 huonetta) (2004)","3 Rooms of Melancholia, The (Melancholian 3 huonetta) (2004) Documentary"
39529,"Race for Your Life, Charlie Brown (1977)",Adventure Animation Children,"race for your life, charlie brown (1977)","Race for Your Life, Charlie Brown (1977) Adventure Animation Children"
39615,Jerusalem (1996),Drama,jerusalem (1996),Jerusalem (1996) Drama
39659,Teorema (1968),Drama,teorema (1968),Teorema (1968) Drama
39703,Little Fish (2005),Crime Drama Romance Thriller,little fish (2005),Little Fish (2005) Crime Drama Romance Thriller
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,american pie presents: band camp (american pie 4: band camp) (2005),American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005) Comedy
39731,Champion (1949),Drama Film-Noir Romance,champion (1949),Champion (1949) Drama Film-Noir Romance
39740,Requiem for a Vampire (Vierges et vampires) (1971),Horror,requiem for a vampire (vierges et vampires) (1971),Requiem for a Vampire (Vierges et vampires) (1971) Horror
39768,Life is a Miracle (Zivot je cudo) (2004),Comedy Drama Musical Romance War,life is a miracle (zivot je cudo) (2004),Life is a Miracle (Zivot je cudo) (2004) Comedy Drama Musical Romance War
39777,Tarzan the Ape Man (1932),Action Adventure,tarzan the ape man (1932),Tarzan the Ape Man (1932) Action Adventure
39779,Tarzan and His Mate (1934),Action Adventure,tarzan and his mate (1934),Tarzan and His Mate (1934) Action Adventure
39786,Midnight Lace (1960),Mystery Thriller,midnight lace (1960),Midnight Lace (1960) Mystery Thriller
39796,Empire of the Wolves (L'empire des loups) (2005),Action Drama Thriller,empire of the wolves (l'empire des loups) (2005),Empire of the Wolves (L'empire des loups) (2005) Action Drama Thriller
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure Comedy Fantasy Horror,"great yokai war, the (yôkai daisensô) (2005)","Great Yokai War, The (Yôkai daisensô) (2005) Adventure Comedy Fantasy Horror"
39818,"Swindle, The (Bidone, Il) (1955)",Drama,"swindle, the (bidone, il) (1955)","Swindle, The (Bidone, Il) (1955) Drama"
39824,Mahogany (1975),Drama Romance,mahogany (1975),Mahogany (1975) Drama Romance
39857,Nordkraft (2005),Crime Drama Romance,nordkraft (2005),Nordkraft (2005) Crime Drama Romance
39869,Manderlay (2005),Drama,manderlay (2005),Manderlay (2005) Drama
39876,Week-End in Havana (1941),Comedy Musical Romance,week-end in havana (1941),Week-End in Havana (1941) Comedy Musical Romance
39886,Nine Lives (2005),Drama,nine lives (2005),Nine Lives (2005) Drama
39896,South Central (1992),Action Crime Drama,south central (1992),South Central (1992) Action Crime Drama
39931,Damnation Alley (1977),Drama Sci-Fi Thriller,damnation alley (1977),Damnation Alley (1977) Drama Sci-Fi Thriller
39934,"Bridges at Toko-Ri, The (1954)",Drama Romance War,"bridges at toko-ri, the (1954)","Bridges at Toko-Ri, The (1954) Drama Romance War"
39941,"Love on the Run (Amour en fuite, L') (1979)",Comedy Drama Romance,"love on the run (amour en fuite, l') (1979)","Love on the Run (Amour en fuite, L') (1979) Comedy Drama Romance"
40010,Duck Season (Temporada de patos) (2004),Comedy,duck season (temporada de patos) (2004),Duck Season (Temporada de patos) (2004) Comedy
40015,Aprile (1998),Comedy,aprile (1998),Aprile (1998) Comedy
40033,"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die) (1926)",Adventure Animation Fantasy Romance,"adventures of prince achmed, the (abenteuer des prinzen achmed, die) (1926)","Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die) (1926) Adventure Animation Fantasy Romance"
40111,"Gore Gore Girls, The (1972)",Comedy Horror Mystery,"gore gore girls, the (1972)","Gore Gore Girls, The (1972) Comedy Horror Mystery"
40148,Revolver (2005),Crime Drama Thriller,revolver (2005),Revolver (2005) Crime Drama Thriller
40226,Wild Zero (2000),Action Comedy Horror Romance Sci-Fi,wild zero (2000),Wild Zero (2000) Action Comedy Horror Romance Sci-Fi
40275,Everything Put Together (2000),Drama,everything put together (2000),Everything Put Together (2000) Drama
40278,Jarhead (2005),Action Drama War,jarhead (2005),Jarhead (2005) Action Drama War
40291,Siblings (2004),Comedy,siblings (2004),Siblings (2004) Comedy
40337,Holy Guests (Ha-Ushpizin) (2004),Drama,holy guests (ha-ushpizin) (2004),Holy Guests (Ha-Ushpizin) (2004) Drama
40339,Chicken Little (2005),Action Adventure Animation Children Comedy Sci-Fi,chicken little (2005),Chicken Little (2005) Action Adventure Animation Children Comedy Sci-Fi
40342,Romance & Cigarettes (2005),Comedy Drama Musical Romance,romance & cigarettes (2005),Romance & Cigarettes (2005) Comedy Drama Musical Romance
40404,Al otro lado (2004),Drama,al otro lado (2004),Al otro lado (2004) Drama
40412,Dead Man's Shoes (2004),Crime Thriller,dead man's shoes (2004),Dead Man's Shoes (2004) Crime Thriller
40414,Joyeux Noël (Merry Christmas) (2005),Drama War,joyeux noël (merry christmas) (2005),Joyeux Noël (Merry Christmas) (2005) Drama War
40422,"Count Dracula (Nachts, wenn Dracula erwacht) (1970)",Horror Mystery,"count dracula (nachts, wenn dracula erwacht) (1970)","Count Dracula (Nachts, wenn Dracula erwacht) (1970) Horror Mystery"
40425,Brides of Dracula (1960),Horror,brides of dracula (1960),Brides of Dracula (1960) Horror
40436,"Stratton Story, The (1949)",Drama Romance,"stratton story, the (1949)","Stratton Story, The (1949) Drama Romance"
40457,"House That Dripped Blood, The (1971)",Horror Mystery,"house that dripped blood, the (1971)","House That Dripped Blood, The (1971) Horror Mystery"
40465,Island of the Burning Damned (Night of the Big Heat) (1967),Horror Mystery Sci-Fi Thriller,island of the burning damned (night of the big heat) (1967),Island of the Burning Damned (Night of the Big Heat) (1967) Horror Mystery Sci-Fi Thriller
40467,"Gorgon, The (1964)",Fantasy Horror Mystery,"gorgon, the (1964)","Gorgon, The (1964) Fantasy Horror Mystery"
40478,Night of the Lepus (1972),Horror Sci-Fi Thriller,night of the lepus (1972),Night of the Lepus (1972) Horror Sci-Fi Thriller
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy Drama,"match factory girl, the (tulitikkutehtaan tyttö) (1990)","Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990) Comedy Drama"
40494,Zombie and the Ghost Train (Zombie ja Kummitusjuna) (1991),Comedy Drama,zombie and the ghost train (zombie ja kummitusjuna) (1991),Zombie and the Ghost Train (Zombie ja Kummitusjuna) (1991) Comedy Drama
40559,Highball (1997),Comedy Drama,highball (1997),Highball (1997) Comedy Drama
40574,Get Rich or Die Tryin' (2005),Action Crime Drama,get rich or die tryin' (2005),Get Rich or Die Tryin' (2005) Action Crime Drama
40578,Sword of the Beast (Kedamono no ken) (1965),Action Drama,sword of the beast (kedamono no ken) (1965),Sword of the Beast (Kedamono no ken) (1965) Action Drama
40581,Just Friends (2005),Comedy Romance,just friends (2005),Just Friends (2005) Comedy Romance
40583,Syriana (2005),Drama Thriller,syriana (2005),Syriana (2005) Drama Thriller
40586,Calamari Union (1985),Comedy,calamari union (1985),Calamari Union (1985) Comedy
40589,"Best Intentions, The (Den goda viljan) (1992)",Drama Romance,"best intentions, the (den goda viljan) (1992)","Best Intentions, The (Den goda viljan) (1992) Drama Romance"
40591,"Bohemian Life, The (La vie de bohème) (1992)",Comedy Drama,"bohemian life, the (la vie de bohème) (1992)","Bohemian Life, The (La vie de bohème) (1992) Comedy Drama"
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy Drama,one-way ticket to mombasa (menolippu mombasaan) (2002),One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002) Comedy Drama
40614,Derailed (2005),Drama Thriller,derailed (2005),Derailed (2005) Drama Thriller
40617,Creep (2004),Horror Thriller,creep (2004),Creep (2004) Horror Thriller
40629,Pride & Prejudice (2005),Drama Romance,pride & prejudice (2005),Pride & Prejudice (2005) Drama Romance
40679,Keep Your Distance (2005),Drama Mystery Romance,keep your distance (2005),Keep Your Distance (2005) Drama Mystery Romance
40681,Edison Force (a.k.a. Edison) (2005),Crime Drama Thriller,edison force (a.k.a. edison) (2005),Edison Force (a.k.a. Edison) (2005) Crime Drama Thriller
40697,Babylon 5,Sci-Fi,babylon 5,Babylon 5 Sci-Fi
40699,Hi-Life (1998),Comedy Romance,hi-life (1998),Hi-Life (1998) Comedy Romance
40723,Wolf Creek (2005),Crime Horror Thriller,wolf creek (2005),Wolf Creek (2005) Crime Horror Thriller
40732,"Descent, The (2005)",Adventure Drama Horror Thriller,"descent, the (2005)","Descent, The (2005) Adventure Drama Horror Thriller"
40738,Summer Interlude (Sommarlek) (1951),Drama Romance,summer interlude (sommarlek) (1951),Summer Interlude (Sommarlek) (1951) Drama Romance
40752,Takeshis' (2005),Comedy Drama,takeshis' (2005),Takeshis' (2005) Comedy Drama
40755,Forty Guns (1957),Drama Western,forty guns (1957),Forty Guns (1957) Drama Western
40815,Harry Potter and the Goblet of Fire (2005),Adventure Fantasy Thriller IMAX,harry potter and the goblet of fire (2005),Harry Potter and the Goblet of Fire (2005) Adventure Fantasy Thriller IMAX
40817,Dinner with Friends (2001),Comedy Drama,dinner with friends (2001),Dinner with Friends (2001) Comedy Drama
40819,Walk the Line (2005),Drama Musical Romance,walk the line (2005),Walk the Line (2005) Drama Musical Romance
40826,Rent (2005),Drama Musical Romance,rent (2005),Rent (2005) Drama Musical Romance
40828,"Story of Floating Weeds, A (Ukikusa monogatari) (1934)",Drama,"story of floating weeds, a (ukikusa monogatari) (1934)","Story of Floating Weeds, A (Ukikusa monogatari) (1934) Drama"
40831,My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre) (2002),Drama,my mother's smile (a.k.a. the religion hour) (l'ora di religione) (il sorriso di mia madre) (2002),My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre) (2002) Drama
40833,"Fists in the Pocket (Pugni in tasca, I) (1965)",Drama,"fists in the pocket (pugni in tasca, i) (1965)","Fists in the Pocket (Pugni in tasca, I) (1965) Drama"
40851,Zathura (2005),Action Adventure Children Fantasy,zathura (2005),Zathura (2005) Action Adventure Children Fantasy
40870,C.R.A.Z.Y. (2005),Drama,c.r.a.z.y. (2005),C.R.A.Z.Y. (2005) Drama
40887,Lonesome Jim (2005),Drama Romance,lonesome jim (2005),Lonesome Jim (2005) Drama Romance
40898,Our Vines Have Tender Grapes (1945),Drama,our vines have tender grapes (1945),Our Vines Have Tender Grapes (1945) Drama
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy Musical,sarah silverman: jesus is magic (2005),Sarah Silverman: Jesus Is Magic (2005) Comedy Musical
40952,Bee Season (2005),Drama,bee season (2005),Bee Season (2005) Drama
40955,Breakfast on Pluto (2005),Comedy Drama,breakfast on pluto (2005),Breakfast on Pluto (2005) Comedy Drama
40959,"Ice Harvest, The (2005)",Action Comedy Crime Thriller,"ice harvest, the (2005)","Ice Harvest, The (2005) Action Comedy Crime Thriller"
40962,"Yours, Mine and Ours (2005)",Comedy Romance,"yours, mine and ours (2005)","Yours, Mine and Ours (2005) Comedy Romance"
40964,In the Mix (2005),Comedy Crime Romance,in the mix (2005),In the Mix (2005) Comedy Crime Romance
40966,"Libertine, The (2004)",Drama,"libertine, the (2004)","Libertine, The (2004) Drama"
40969,First Descent (2005),Documentary,first descent (2005),First Descent (2005) Documentary
40973,"Wild Geese, The (1978)",Action Adventure Drama War,"wild geese, the (1978)","Wild Geese, The (1978) Action Adventure Drama War"
40988,Hondo (1953),Western,hondo (1953),Hondo (1953) Western
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",Crime Horror Mystery Thriller,"bird with the crystal plumage, the (uccello dalle piume di cristallo, l') (1970)","Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970) Crime Horror Mystery Thriller"
41025,"Good Woman, A (2004)",Comedy Drama Romance,"good woman, a (2004)","Good Woman, A (2004) Comedy Drama Romance"
41058,Gate of Flesh (Nikutai no mon) (1964),Drama,gate of flesh (nikutai no mon) (1964),Gate of Flesh (Nikutai no mon) (1964) Drama
41094,Brides (Nyfes) (2004),Drama Romance,brides (nyfes) (2004),Brides (Nyfes) (2004) Drama Romance
41104,"Evil of Frankenstein, The (1964)",Horror,"evil of frankenstein, the (1964)","Evil of Frankenstein, The (1964) Horror"
41126,"Clockmaker of St. Paul, The (L'horloger de Saint-Paul) (1974)",Crime Drama,"clockmaker of st. paul, the (l'horloger de saint-paul) (1974)","Clockmaker of St. Paul, The (L'horloger de Saint-Paul) (1974) Crime Drama"
41130,Welcome to the Roses (Bienvenue chez les Rozes) (2003),Comedy,welcome to the roses (bienvenue chez les rozes) (2003),Welcome to the Roses (Bienvenue chez les Rozes) (2003) Comedy
41136,"Driver, The (1978)",Action Crime Film-Noir,"driver, the (1978)","Driver, The (1978) Action Crime Film-Noir"
41212,Mondovino (2004),Documentary,mondovino (2004),Mondovino (2004) Documentary
41226,Sounder (1972),Drama,sounder (1972),Sounder (1972) Drama
41285,Match Point (2005),Crime Drama Romance,match point (2005),Match Point (2005) Crime Drama Romance
41336,Nazarin (Nazarín) (1959),Drama,nazarin (nazarín) (1959),Nazarin (Nazarín) (1959) Drama
41353,Ziegfeld Follies (1945),Comedy Musical,ziegfeld follies (1945),Ziegfeld Follies (1945) Comedy Musical
41402,Lorna (1964),Drama,lorna (1964),Lorna (1964) Drama
41411,"Deep, The (1977)",Adventure Horror Mystery Thriller,"deep, the (1977)","Deep, The (1977) Adventure Horror Mystery Thriller"
41425,"Dying Gaul, The (2005)",Drama Romance,"dying gaul, the (2005)","Dying Gaul, The (2005) Drama Romance"
41434,After Innocence (2005),Crime Documentary,after innocence (2005),After Innocence (2005) Crime Documentary
41499,"Citadel, The (1938)",Drama,"citadel, the (1938)","Citadel, The (1938) Drama"
41518,Beyond the Gates of Splendor (2002),Documentary,beyond the gates of splendor (2002),Beyond the Gates of Splendor (2002) Documentary
41523,"Southern Yankee, A (1948)",Comedy War Western,"southern yankee, a (1948)","Southern Yankee, A (1948) Comedy War Western"
41527,Paradise Now (2005),Crime Drama Thriller War,paradise now (2005),Paradise Now (2005) Crime Drama Thriller War
41564,"Kid & I, The (2005)",Comedy,"kid & i, the (2005)","Kid & I, The (2005) Comedy"
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure Children Fantasy,"chronicles of narnia: the lion, the witch and the wardrobe, the (2005)","Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005) Adventure Children Fantasy"
41569,King Kong (2005),Action Adventure Drama Fantasy Thriller,king kong (2005),King Kong (2005) Action Adventure Drama Fantasy Thriller
41571,Memoirs of a Geisha (2005),Drama Romance,memoirs of a geisha (2005),Memoirs of a Geisha (2005) Drama Romance
41573,"Family Stone, The (2005)",Comedy Drama Romance,"family stone, the (2005)","Family Stone, The (2005) Comedy Drama Romance"
41575,"Promise, The (Wu ji) (2005)",Action Drama Fantasy,"promise, the (wu ji) (2005)","Promise, The (Wu ji) (2005) Action Drama Fantasy"
41585,Kiss of Death (1947),Crime Drama Film-Noir,kiss of death (1947),Kiss of Death (1947) Crime Drama Film-Noir
41596,Where Were You When the Lights Went Out? (1968),Comedy,where were you when the lights went out? (1968),Where Were You When the Lights Went Out? (1968) Comedy
41602,Balseros (Cuban Rafters) (2002),Documentary,balseros (cuban rafters) (2002),Balseros (Cuban Rafters) (2002) Documentary
41617,Havoc (2005),Crime Drama Romance,havoc (2005),Havoc (2005) Crime Drama Romance
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action Drama,samurai rebellion (jôi-uchi: hairyô tsuma shimatsu) (1967),Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967) Action Drama
41644,Dog Nail Clipper (Koirankynnenleikkaaja) (2004),Drama,dog nail clipper (koirankynnenleikkaaja) (2004),Dog Nail Clipper (Koirankynnenleikkaaja) (2004) Drama
41650,Mother India (1957),Drama Musical,mother india (1957),Mother India (1957) Drama Musical
41688,Cowards Bend the Knee (a.k.a. The Blue Hands) (2003),Drama Romance,cowards bend the knee (a.k.a. the blue hands) (2003),Cowards Bend the Knee (a.k.a. The Blue Hands) (2003) Drama Romance
41691,"Generation, A (Pokolenie) (1955)",Drama War,"generation, a (pokolenie) (1955)","Generation, A (Pokolenie) (1955) Drama War"
41699,"Ivan the Terrible, Part Two (Ivan Groznyy II: Boyarsky zagovor) (1958)",Drama,"ivan the terrible, part two (ivan groznyy ii: boyarsky zagovor) (1958)","Ivan the Terrible, Part Two (Ivan Groznyy II: Boyarsky zagovor) (1958) Drama"
41704,"Shaft, The (a.k.a. Down) (2001)",Action Horror Mystery Sci-Fi,"shaft, the (a.k.a. down) (2001)","Shaft, The (a.k.a. Down) (2001) Action Horror Mystery Sci-Fi"
41706,"Loveless, The (Breakdown) (1981)",Drama,"loveless, the (breakdown) (1981)","Loveless, The (Breakdown) (1981) Drama"
41712,"Room for Romeo Brass, A (1999)",Comedy Drama,"room for romeo brass, a (1999)","Room for Romeo Brass, A (1999) Comedy Drama"
41714,Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos) (1976),Comedy,dona flor and her two husbands (dona flor e seus dois maridos) (1976),Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos) (1976) Comedy
41716,"Matador, The (2005)",Comedy Drama Thriller,"matador, the (2005)","Matador, The (2005) Comedy Drama Thriller"
41721,Look Both Ways (2005),Drama Romance,look both ways (2005),Look Both Ways (2005) Drama Romance
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,wal-mart: the high cost of low price (2005),Wal-Mart: The High Cost of Low Price (2005) Documentary
41736,7 Seconds (2005),Action Crime Thriller,7 seconds (2005),7 Seconds (2005) Action Crime Thriller
41753,8 Million Ways to Die (1986),Action Adventure Crime Thriller,8 million ways to die (1986),8 Million Ways to Die (1986) Action Adventure Crime Thriller
41762,Beyond the Forest (1949),Drama Film-Noir Thriller,beyond the forest (1949),Beyond the Forest (1949) Drama Film-Noir Thriller
41767,Phffft (1954),Comedy Romance,phffft (1954),Phffft (1954) Comedy Romance
41769,Mozart and the Whale (2005),Comedy Drama Romance,mozart and the whale (2005),Mozart and the Whale (2005) Comedy Drama Romance
41792,"Organization, The (1971)",Crime Drama Thriller,"organization, the (1971)","Organization, The (1971) Crime Drama Thriller"
41810,Cinderella Liberty (1973),Drama Romance,cinderella liberty (1973),Cinderella Liberty (1973) Drama Romance
41812,Knute Rockne All American (1940),Drama,knute rockne all american (1940),Knute Rockne All American (1940) Drama
41815,"Scene at the Sea, A (Ano natsu, ichiban shizukana umi) (1991)",Comedy Romance,"scene at the sea, a (ano natsu, ichiban shizukana umi) (1991)","Scene at the Sea, A (Ano natsu, ichiban shizukana umi) (1991) Comedy Romance"
41820,Birdcage Inn (Paran daemun) (1998),Drama,birdcage inn (paran daemun) (1998),Birdcage Inn (Paran daemun) (1998) Drama
41822,Real Fiction (Shilje sanghwang) (2000),Crime Drama,real fiction (shilje sanghwang) (2000),Real Fiction (Shilje sanghwang) (2000) Crime Drama
41824,Address Unknown (Suchwiin bulmyeong) (2001),Drama War,address unknown (suchwiin bulmyeong) (2001),Address Unknown (Suchwiin bulmyeong) (2001) Drama War
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),Comedy War,don't look now: we're being shot at (la grande vadrouille) (1966),Don't Look Now: We're Being Shot At (La grande vadrouille) (1966) Comedy War
